user_id,week_start,event_count,distinct_features,days_since_last_activity,baseline,trend_slope,half_life_weeks
user_100,2025-12-29,5.0,3.0,0,2.25,0.7428571428571428,inf
user_100,2026-01-05,0.0,0.0,7,2.25,0.14285714285714288,inf
user_100,2026-01-12,0.0,0.0,14,2.25,-0.11904761904761911,0.0
user_100,2026-01-19,0.0,0.0,21,2.25,-0.4404761904761906,0.0
user_100,2026-01-26,0.0,0.0,28,2.25,-0.523809523809524,0.0
user_100,2026-02-02,0.0,0.0,35,2.25,-0.75,0.0
user_100,2026-02-09,0.0,0.0,42,2.25,-0.6309523809523812,0.0
user_100,2026-02-16,0.0,0.0,49,2.25,-0.4166666666666668,0.0
user_100,2026-02-23,0.0,0.0,56,2.25,0.0,inf
user_100,2026-03-02,0.0,0.0,63,2.25,0.0,inf
user_1000,2026-01-05,3.0,2.0,3,3.0,0.0,inf
user_1000,2026-01-12,1.0,1.0,2,3.0,-1.9999999999999996,0.0
user_1000,2026-01-19,6.0,4.0,2,3.0,1.4999999999999998,inf
user_1000,2026-01-26,2.0,1.0,6,3.0,0.19999999999999996,inf
user_1000,2026-02-02,2.0,2.0,6,3.0,-0.10000000000000002,4.999999999999999
user_1000,2026-02-09,2.0,2.0,2,3.0,-0.17142857142857143,2.9166666666666665
user_1000,2026-02-16,2.0,2.0,0,3.0,-0.17857142857142855,2.8000000000000003
user_1000,2026-02-23,1.0,1.0,0,3.0,-0.25000000000000006,0.0
user_1000,2026-03-02,1.0,1.0,6,3.0,-0.29761904761904767,0.0
user_1000,2026-03-09,0.0,0.0,13,3.0,-0.5952380952380955,0.0
user_1000,2026-03-16,0.0,0.0,20,3.0,-0.3333333333333334,0.0
user_1000,2026-03-23,0.0,0.0,27,3.0,-0.3571428571428573,0.0
user_1000,2026-03-30,0.0,0.0,34,3.0,-0.3333333333333334,0.0
user_1000,2026-04-06,0.0,0.0,41,3.0,-0.261904761904762,0.0
user_1000,2026-04-13,0.0,0.0,48,3.0,-0.1428571428571429,0.0
user_1000,2026-04-20,0.0,0.0,55,3.0,-0.08333333333333337,0.0
user_1000,2026-04-27,0.0,0.0,62,3.0,0.0,inf
user_1001,2026-03-30,0.0,0.0,1,0.5,0.0,inf
user_1001,2026-04-06,0.0,0.0,8,0.5,0.0,inf
user_1001,2026-04-13,2.0,2.0,2,0.5,0.9999999999999998,inf
user_1001,2026-04-20,0.0,0.0,9,0.5,0.19999999999999996,inf
user_1001,2026-04-27,2.0,2.0,1,0.5,0.4,inf
user_1001,2026-05-04,3.0,2.0,0,0.5,0.5428571428571429,inf
user_1001,2026-05-11,0.0,0.0,7,0.5,0.21428571428571422,inf
user_1001,2026-05-18,1.0,1.0,2,0.5,0.1428571428571429,inf
user_1001,2026-05-25,1.0,1.0,2,0.5,0.03571428571428574,inf
user_1001,2026-06-01,0.0,0.0,9,0.5,-0.17857142857142866,0.0
user_1001,2026-06-08,1.0,1.0,1,0.5,-0.09523809523809526,7.874999999999998
user_1001,2026-06-15,1.0,1.0,1,0.5,-0.20238095238095238,3.7058823529411766
user_1001,2026-06-22,0.0,0.0,8,0.5,-0.20238095238095244,0.0
user_1001,2026-06-29,1.0,1.0,4,0.5,0.03571428571428572,inf
user_1001,2026-07-06,0.0,0.0,11,0.5,-0.08333333333333336,0.0
user_1001,2026-07-13,2.0,2.0,4,0.5,0.07142857142857145,inf
user_1001,2026-07-20,4.0,3.0,0,0.5,0.36904761904761907,inf
user_1001,2026-07-27,0.0,0.0,7,0.5,0.15476190476190482,inf
user_1001,2026-08-03,0.0,0.0,14,0.5,0.04761904761904763,inf
user_1001,2026-08-10,0.0,0.0,21,0.5,-0.035714285714285685,0.0
user_1002,2026-03-30,1.0,1.0,3,1.75,0.0,inf
user_1002,2026-04-06,2.0,2.0,5,1.75,0.9999999999999998,inf
user_1002,2026-04-13,3.0,2.0,2,1.75,0.9999999999999998,inf
user_1002,2026-04-20,1.0,1.0,4,1.75,0.09999999999999994,inf
user_1002,2026-04-27,1.0,1.0,2,1.75,-0.09999999999999996,1.2500000000000004
user_1002,2026-05-04,6.0,4.0,0,1.75,0.5714285714285715,inf
user_1002,2026-05-11,2.0,2.0,1,1.75,0.32142857142857145,inf
user_1002,2026-05-18,6.0,4.0,0,1.75,0.5238095238095241,inf
user_1002,2026-05-25,2.0,2.0,4,1.75,0.273809523809524,inf
user_1002,2026-06-01,0.0,0.0,11,1.75,-0.05952380952380952,0.0
user_1002,2026-06-08,0.0,0.0,18,1.75,-0.2380952380952382,0.0
user_1002,2026-06-15,0.0,0.0,25,1.75,-0.5595238095238095,0.0
user_1002,2026-06-22,0.0,0.0,32,1.75,-0.8571428571428574,0.0
user_1002,2026-06-29,0.0,0.0,39,1.75,-0.5952380952380955,0.0
user_1002,2026-07-06,0.0,0.0,46,1.75,-0.6190476190476194,0.0
user_1002,2026-07-13,0.0,0.0,53,1.75,-0.16666666666666674,0.0
user_1002,2026-07-20,0.0,0.0,60,1.75,0.0,inf
user_1003,2026-04-20,5.0,3.0,1,6.75,0.0,inf
user_1003,2026-04-27,4.0,3.0,1,6.75,-0.9999999999999998,0.6250000000000001
user_1003,2026-05-04,10.0,4.0,1,6.75,2.5,inf
user_1003,2026-05-11,8.0,4.0,0,6.75,1.5,inf
user_1003,2026-05-18,4.0,4.0,0,6.75,0.20000000000000012,inf
user_1003,2026-05-25,6.0,3.0,2,6.75,0.08571428571428574,inf
user_1003,2026-06-01,0.0,0.0,9,6.75,-0.6071428571428571,0.0
user_1003,2026-06-08,0.0,0.0,16,6.75,-0.8452380952380953,0.0
user_1003,2026-06-15,0.0,0.0,23,6.75,-1.190476190476191,0.0
user_1003,2026-06-22,0.0,0.0,30,6.75,-1.523809523809524,0.0
user_1003,2026-06-29,0.0,0.0,37,6.75,-1.1190476190476195,0.0
user_1003,2026-07-06,0.0,0.0,44,6.75,-0.6904761904761907,0.0
user_1003,2026-07-13,0.0,0.0,51,6.75,-0.5000000000000001,0.0
user_1003,2026-07-20,0.0,0.0,58,6.75,0.0,inf
user_1003,2026-07-27,0.0,0.0,65,6.75,0.0,inf
user_1004,2026-03-30,2.0,2.0,1,2.0,0.0,inf
user_1004,2026-04-06,4.0,2.0,2,2.0,1.9999999999999996,inf
user_1004,2026-04-13,1.0,1.0,0,2.0,-0.5,0.0
user_1004,2026-04-20,1.0,1.0,4,2.0,-0.5999999999999998,0.0
user_1004,2026-04-27,0.0,0.0,11,2.0,-0.7000000000000001,0.0
user_1004,2026-05-04,3.0,2.0,0,2.0,-0.20000000000000007,9.999999999999996
user_1004,2026-05-11,2.0,1.0,0,2.0,-0.10714285714285714,9.333333333333334
user_1004,2026-05-18,3.0,2.0,1,2.0,0.023809523809523815,inf
user_1004,2026-05-25,3.0,2.0,0,2.0,0.10714285714285714,inf
user_1004,2026-06-01,2.0,1.0,1,2.0,0.2976190476190477,inf
user_1004,2026-06-08,0.0,0.0,8,2.0,0.04761904761904767,inf
user_1004,2026-06-15,4.0,3.0,1,2.0,0.15476190476190485,inf
user_1004,2026-06-22,0.0,0.0,8,2.0,-0.2500000000000001,0.0
user_1004,2026-06-29,0.0,0.0,15,2.0,-0.3333333333333334,0.0
user_1004,2026-07-06,0.0,0.0,22,2.0,-0.45238095238095266,0.0
user_1004,2026-07-13,0.0,0.0,29,2.0,-0.4166666666666668,0.0
user_1004,2026-07-20,0.0,0.0,36,2.0,-0.30952380952380965,0.0
user_1004,2026-07-27,0.0,0.0,43,2.0,-0.23809523809523817,0.0
user_1004,2026-08-03,0.0,0.0,50,2.0,-0.3333333333333335,0.0
user_1004,2026-08-10,0.0,0.0,57,2.0,0.0,inf
user_1005,2026-05-18,6.0,4.0,0,5.25,0.0,inf
user_1005,2026-05-25,8.0,3.0,0,5.25,1.9999999999999996,inf
user_1005,2026-06-01,5.0,3.0,0,5.25,-0.5,4.75
user_1005,2026-06-08,2.0,2.0,4,5.25,-1.4999999999999996,0.0
user_1005,2026-06-15,0.0,0.0,11,5.25,-1.8,0.0
user_1005,2026-06-22,0.0,0.0,18,5.25,-1.6285714285714288,0.0
user_1005,2026-06-29,0.0,0.0,25,5.25,-1.3928571428571426,0.0
user_1005,2026-07-06,0.0,0.0,32,5.25,-1.1785714285714288,0.0
user_1005,2026-07-13,0.0,0.0,39,5.25,-1.0357142857142865,0.0
user_1005,2026-07-20,0.0,0.0,46,5.25,-0.5357142857142859,0.0
user_1005,2026-07-27,0.0,0.0,53,5.25,-0.16666666666666674,0.0
user_1005,2026-08-03,0.0,0.0,60,5.25,0.0,inf
user_1006,2026-04-20,3.0,1.0,0,2.75,0.0,inf
user_1006,2026-04-27,5.0,4.0,2,2.75,1.9999999999999996,inf
user_1006,2026-05-04,1.0,1.0,5,2.75,-0.9999999999999998,0.0
user_1006,2026-05-11,2.0,1.0,3,2.75,-0.6999999999999997,0.8928571428571432
user_1006,2026-05-18,6.0,3.0,0,2.75,0.3,inf
user_1006,2026-05-25,7.0,3.0,0,2.75,0.6857142857142858,inf
user_1006,2026-06-01,2.0,2.0,3,2.75,0.21428571428571427,inf
user_1006,2026-06-08,0.0,0.0,10,2.75,-0.1666666666666667,0.0
user_1006,2026-06-15,0.0,0.0,17,2.75,-0.4642857142857144,0.0
user_1006,2026-06-22,0.0,0.0,24,2.75,-0.47619047619047633,0.0
user_1006,2026-06-29,0.0,0.0,31,2.75,-0.7976190476190478,0.0
user_1006,2026-07-06,0.0,0.0,38,2.75,-0.9880952380952386,0.0
user_1006,2026-07-13,0.0,0.0,45,2.75,-0.7023809523809527,0.0
user_1006,2026-07-20,0.0,0.0,52,2.75,-0.16666666666666674,0.0
user_1006,2026-07-27,0.0,0.0,59,2.75,0.0,inf
user_1006,2026-08-03,0.0,0.0,66,2.75,0.0,inf
user_1007,2026-05-18,4.0,2.0,0,3.0,0.0,inf
user_1007,2026-05-25,1.0,1.0,2,3.0,-2.9999999999999996,0.0
user_1007,2026-06-01,4.0,4.0,1,3.0,2.3551386880256624e-16,inf
user_1007,2026-06-08,3.0,3.0,1,3.0,0.0,inf
user_1007,2026-06-15,9.0,3.0,0,3.0,1.2,inf
user_1007,2026-06-22,0.0,0.0,7,3.0,0.08571428571428577,inf
user_1007,2026-06-29,0.0,0.0,14,3.0,-0.32142857142857134,0.0
user_1007,2026-07-06,0.0,0.0,21,3.0,-0.4642857142857144,0.0
user_1007,2026-07-13,0.0,0.0,28,3.0,-0.5357142857142857,0.0
user_1007,2026-07-20,0.0,0.0,35,3.0,-0.8333333333333337,0.0
user_1007,2026-07-27,0.0,0.0,42,3.0,-0.7857142857142859,0.0
user_1007,2026-08-03,0.0,0.0,49,3.0,-0.7500000000000003,0.0
user_1007,2026-08-10,0.0,0.0,56,3.0,0.0,inf
user_1008,2025-11-03,5.0,3.0,0,7.5,0.0,inf
user_1008,2025-11-10,7.0,4.0,0,7.5,1.9999999999999996,inf
user_1008,2025-11-17,9.0,4.0,0,7.5,1.9999999999999996,inf
user_1008,2025-11-24,9.0,4.0,4,7.5,1.4,inf
user_1008,2025-12-01,0.0,0.0,11,7.5,-0.7999999999999999,0.0
user_1008,2025-12-08,0.0,0.0,18,7.5,-1.3142857142857143,0.0
user_1008,2025-12-15,0.0,0.0,25,7.5,-1.357142857142857,0.0
user_1008,2025-12-22,0.0,0.0,32,7.5,-1.2619047619047623,0.0
user_1008,2025-12-29,0.0,0.0,39,7.5,-1.4404761904761905,0.0
user_1008,2026-01-05,0.0,0.0,46,7.5,-1.285714285714286,0.0
user_1008,2026-01-12,0.0,0.0,53,7.5,-0.7500000000000003,0.0
user_1008,2026-01-19,0.0,0.0,60,7.5,0.0,inf
user_1009,2026-05-11,1.0,1.0,1,3.25,0.0,inf
user_1009,2026-05-18,5.0,4.0,0,3.25,3.999999999999999,inf
user_1009,2026-05-25,4.0,3.0,0,3.25,1.4999999999999991,inf
user_1009,2026-06-01,3.0,2.0,0,3.25,0.5000000000000002,inf
user_1009,2026-06-08,3.0,2.0,4,3.25,0.20000000000000018,inf
user_1009,2026-06-15,0.0,0.0,11,3.25,-0.34285714285714275,0.0
user_1009,2026-06-22,0.0,0.0,18,3.25,-0.5,0.0
user_1009,2026-06-29,0.0,0.0,25,3.25,-0.523809523809524,0.0
user_1009,2026-07-06,0.0,0.0,32,3.25,-0.7976190476190479,0.0
user_1009,2026-07-13,0.0,0.0,39,3.25,-0.6190476190476193,0.0
user_1009,2026-07-20,0.0,0.0,46,3.25,-0.4285714285714287,0.0
user_1009,2026-07-27,0.0,0.0,53,3.25,-0.25000000000000006,0.0
user_1009,2026-08-03,0.0,0.0,60,3.25,0.0,inf
user_101,2025-10-06,9.0,3.0,0,5.25,0.0,inf
user_101,2025-10-13,11.0,4.0,0,5.25,1.9999999999999996,inf
user_101,2025-10-20,1.0,1.0,5,5.25,-3.9999999999999987,0.0
user_101,2025-10-27,0.0,0.0,12,5.25,-3.6999999999999993,0.0
user_101,2025-11-03,0.0,0.0,19,5.25,-2.9000000000000004,0.0
user_101,2025-11-10,0.0,0.0,26,5.25,-2.257142857142857,0.0
user_101,2025-11-17,0.0,0.0,33,5.25,-1.7857142857142856,0.0
user_101,2025-11-24,0.0,0.0,40,5.25,-1.440476190476191,0.0
user_101,2025-12-01,0.0,0.0,47,5.25,-0.9761904761904764,0.0
user_101,2025-12-08,0.0,0.0,54,5.25,-0.08333333333333337,0.0
user_101,2025-12-15,0.0,0.0,61,5.25,0.0,inf
user_1010,2026-02-09,2.0,2.0,0,3.75,0.0,inf
user_1010,2026-02-16,6.0,3.0,0,3.75,3.999999999999999,inf
user_1010,2026-02-23,6.0,2.0,0,3.75,1.9999999999999991,inf
user_1010,2026-03-02,1.0,1.0,0,3.75,-0.2999999999999998,0.0
user_1010,2026-03-09,3.0,2.0,0,3.75,-0.2999999999999999,3.7500000000000013
user_1010,2026-03-16,2.0,1.0,1,3.75,-0.4,0.3125
user_1010,2026-03-23,2.0,2.0,5,3.75,-0.3928571428571428,0.31818181818181823
user_1010,2026-03-30,0.0,0.0,12,3.75,-0.523809523809524,0.0
user_1010,2026-04-06,0.0,0.0,19,3.75,-0.8333333333333336,0.0
user_1010,2026-04-13,0.0,0.0,26,3.75,-0.666666666666667,0.0
user_1010,2026-04-20,0.0,0.0,33,3.75,-0.3571428571428572,0.0
user_1010,2026-04-27,0.0,0.0,40,3.75,-0.4404761904761906,0.0
user_1010,2026-05-04,0.0,0.0,47,3.75,-0.2857142857142858,0.0
user_1010,2026-05-11,0.0,0.0,54,3.75,-0.16666666666666674,0.0
user_1010,2026-05-18,0.0,0.0,61,3.75,0.0,inf
user_1011,2025-08-11,4.0,4.0,0,3.5,0.0,inf
user_1011,2025-08-18,5.0,4.0,1,3.5,0.9999999999999998,inf
user_1011,2025-08-25,1.0,1.0,4,3.5,-1.4999999999999998,0.0
user_1011,2025-09-01,4.0,1.0,1,3.5,-0.3999999999999999,5.625000000000001
user_1011,2025-09-08,1.0,1.0,2,3.5,-0.6999999999999998,0.0
user_1011,2025-09-15,3.0,2.0,1,3.5,-0.4,3.125
user_1011,2025-09-22,5.0,3.0,0,3.5,-0.03571428571428572,90.99999999999999
user_1011,2025-09-29,3.0,2.0,0,3.5,-0.04761904761904764,26.24999999999999
user_1011,2025-10-06,0.0,0.0,7,3.5,-0.23809523809523817,0.0
user_1011,2025-10-13,0.0,0.0,14,3.5,-0.2261904761904762,0.0
user_1011,2025-10-20,0.0,0.0,21,3.5,-0.5238095238095241,0.0
user_1011,2025-10-27,0.0,0.0,28,3.5,-0.47619047619047633,0.0
user_1011,2025-11-03,0.0,0.0,35,3.5,-0.654761904761905,0.0
user_1011,2025-11-10,0.0,0.0,42,3.5,-0.5952380952380955,0.0
user_1011,2025-11-17,0.0,0.0,49,3.5,-0.25000000000000006,0.0
user_1011,2025-11-24,0.0,0.0,56,3.5,0.0,inf
user_1011,2025-12-01,0.0,0.0,63,3.5,0.0,inf
user_1012,2025-08-25,11.0,3.0,1,5.75,0.0,inf
user_1012,2025-09-01,12.0,4.0,3,5.75,0.9999999999999998,inf
user_1012,2025-09-08,0.0,0.0,10,5.75,-5.499999999999999,0.0
user_1012,2025-09-15,0.0,0.0,17,5.75,-4.499999999999999,0.0
user_1012,2025-09-22,0.0,0.0,24,5.75,-3.3999999999999995,0.0
user_1012,2025-09-29,0.0,0.0,31,5.75,-2.6000000000000005,0.0
user_1012,2025-10-06,0.0,0.0,38,5.75,-2.035714285714285,0.0
user_1012,2025-10-13,0.0,0.0,45,5.75,-1.6309523809523816,0.0
user_1012,2025-10-20,0.0,0.0,52,5.75,-1.0000000000000002,0.0
user_1012,2025-10-27,0.0,0.0,59,5.75,0.0,inf
user_1012,2025-11-03,0.0,0.0,66,5.75,0.0,inf
user_1013,2025-09-08,6.0,3.0,0,5.0,0.0,inf
user_1013,2025-09-15,3.0,3.0,0,5.0,-2.9999999999999996,0.16666666666666669
user_1013,2025-09-22,4.0,2.0,0,5.0,-0.9999999999999996,1.5000000000000007
user_1013,2025-09-29,7.0,4.0,0,5.0,0.4,inf
user_1013,2025-10-06,4.0,3.0,0,5.0,-7.021666937153402e-17,inf
user_1013,2025-10-13,2.0,2.0,2,5.0,-0.4,0.0
user_1013,2025-10-20,1.0,1.0,2,5.0,-0.607142857142857,0.0
user_1013,2025-10-27,0.0,0.0,9,5.0,-0.7261904761904765,0.0
user_1013,2025-11-03,0.0,0.0,16,5.0,-0.7261904761904765,0.0
user_1013,2025-11-10,0.0,0.0,23,5.0,-0.904761904761905,0.0
user_1013,2025-11-17,0.0,0.0,30,5.0,-0.9047619047619053,0.0
user_1013,2025-11-24,0.0,0.0,37,5.0,-0.4880952380952382,0.0
user_1013,2025-12-01,0.0,0.0,44,5.0,-0.22619047619047625,0.0
user_1013,2025-12-08,0.0,0.0,51,5.0,-0.08333333333333337,0.0
user_1013,2025-12-15,0.0,0.0,58,5.0,0.0,inf
user_1013,2025-12-22,0.0,0.0,65,5.0,0.0,inf
user_1014,2026-05-11,0.0,0.0,0,2.25,0.0,inf
user_1014,2026-05-18,5.0,3.0,1,2.25,4.999999999999998,inf
user_1014,2026-05-25,2.0,2.0,1,2.25,0.9999999999999996,inf
user_1014,2026-06-01,2.0,2.0,6,2.25,0.2999999999999998,inf
user_1014,2026-06-08,4.0,3.0,0,2.25,0.5,inf
user_1014,2026-06-15,6.0,4.0,2,2.25,0.7714285714285714,inf
user_1014,2026-06-22,2.0,2.0,5,2.25,0.3571428571428571,inf
user_1014,2026-06-29,4.0,3.0,3,2.25,0.3214285714285716,inf
user_1014,2026-07-06,3.0,2.0,3,2.25,-0.0238095238095238,78.75000000000003
user_1014,2026-07-13,0.0,0.0,10,2.25,-0.15476190476190477,0.0
user_1014,2026-07-20,0.0,0.0,17,2.25,-0.48809523809523825,0.0
user_1014,2026-07-27,0.0,0.0,24,2.25,-0.773809523809524,0.0
user_1014,2026-08-03,0.0,0.0,31,2.25,-0.7976190476190479,0.0
user_1014,2026-08-10,0.0,0.0,38,2.25,-0.5119047619047622,0.0
user_1015,2025-11-24,0.0,0.0,2,1.0,0.0,inf
user_1015,2025-12-01,2.0,1.0,1,1.0,1.9999999999999996,inf
user_1015,2025-12-08,0.0,0.0,8,1.0,-1.570092458683775e-16,inf
user_1015,2025-12-15,2.0,2.0,1,1.0,0.3999999999999999,inf
user_1015,2025-12-22,4.0,3.0,1,1.0,0.8,inf
user_1015,2025-12-29,2.0,2.0,3,1.0,0.5142857142857145,inf
user_1015,2026-01-05,2.0,2.0,0,1.0,0.357142857142857,inf
user_1015,2026-01-12,2.0,2.0,0,1.0,0.261904761904762,inf
user_1015,2026-01-19,2.0,2.0,1,1.0,0.09523809523809526,inf
user_1015,2026-01-26,3.0,1.0,0,1.0,0.17857142857142866,inf
user_1015,2026-02-02,2.0,2.0,5,1.0,-0.05952380952380954,25.199999999999992
user_1015,2026-02-09,2.0,2.0,0,1.0,-0.13095238095238104,11.454545454545446
user_1015,2026-02-16,1.0,1.0,3,1.0,-0.07142857142857145,6.999999999999997
user_1015,2026-02-23,0.0,0.0,10,1.0,-0.2380952380952382,0.0
user_1015,2026-03-02,0.0,0.0,17,1.0,-0.3571428571428572,0.0
user_1015,2026-03-09,0.0,0.0,24,1.0,-0.4285714285714287,0.0
user_1015,2026-03-16,0.0,0.0,31,1.0,-0.4523809523809525,0.0
user_1015,2026-03-23,0.0,0.0,38,1.0,-0.3214285714285715,0.0
user_1015,2026-03-30,0.0,0.0,45,1.0,-0.22619047619047625,0.0
user_1015,2026-04-06,0.0,0.0,52,1.0,-0.08333333333333337,0.0
user_1015,2026-04-13,0.0,0.0,59,1.0,0.0,inf
user_1015,2026-04-20,0.0,0.0,66,1.0,0.0,inf
user_1016,2026-02-09,8.0,3.0,0,5.75,0.0,inf
user_1016,2026-02-16,5.0,3.0,2,5.75,-2.9999999999999996,0.7083333333333335
user_1016,2026-02-23,5.0,3.0,2,5.75,-1.4999999999999993,1.4166666666666674
user_1016,2026-03-02,5.0,4.0,5,5.75,-0.8999999999999999,2.361111111111111
user_1016,2026-03-09,0.0,0.0,12,5.75,-1.6000000000000003,0.0
user_1016,2026-03-16,0.0,0.0,19,5.75,-1.571428571428571,0.0
user_1016,2026-03-23,0.0,0.0,26,5.75,-1.3928571428571423,0.0
user_1016,2026-03-30,0.0,0.0,33,5.75,-1.2023809523809528,0.0
user_1016,2026-04-06,0.0,0.0,40,5.75,-0.8928571428571431,0.0
user_1016,2026-04-13,0.0,0.0,47,5.75,-0.7142857142857146,0.0
user_1016,2026-04-20,0.0,0.0,54,5.75,-0.4166666666666668,0.0
user_1016,2026-04-27,0.0,0.0,61,5.75,0.0,inf
user_1017,2025-12-15,3.0,3.0,1,2.5,0.0,inf
user_1017,2025-12-22,1.0,1.0,6,2.5,-1.9999999999999996,0.0
user_1017,2025-12-29,3.0,3.0,1,2.5,1.570092458683775e-16,inf
user_1017,2026-01-05,3.0,2.0,0,2.5,0.19999999999999996,inf
user_1017,2026-01-12,0.0,0.0,7,2.5,-0.39999999999999997,0.0
user_1017,2026-01-19,4.0,1.0,1,2.5,0.05714285714285717,inf
user_1017,2026-01-26,3.0,2.0,0,2.5,0.10714285714285714,inf
user_1017,2026-02-02,4.0,2.0,0,2.5,0.2023809523809525,inf
user_1017,2026-02-09,3.0,2.0,3,2.5,0.273809523809524,inf
user_1017,2026-02-16,6.0,2.0,0,2.5,0.3809523809523811,inf
user_1017,2026-02-23,2.0,2.0,4,2.5,0.25000000000000006,inf
user_1017,2026-03-02,0.0,0.0,11,2.5,-0.0238095238095238,0.0
user_1017,2026-03-09,0.0,0.0,18,2.5,-0.5476190476190479,0.0
user_1017,2026-03-16,0.0,0.0,25,2.5,-0.642857142857143,0.0
user_1017,2026-03-23,0.0,0.0,32,2.5,-0.75,0.0
user_1017,2026-03-30,0.0,0.0,39,2.5,-0.6785714285714287,0.0
user_1017,2026-04-06,0.0,0.0,46,2.5,-0.6190476190476194,0.0
user_1017,2026-04-13,0.0,0.0,53,2.5,-0.16666666666666674,0.0
user_1017,2026-04-20,0.0,0.0,60,2.5,0.0,inf
user_1018,2025-08-11,2.0,1.0,1,4.5,0.0,inf
user_1018,2025-08-18,9.0,4.0,0,4.5,6.999999999999998,inf
user_1018,2025-08-25,3.0,2.0,2,4.5,0.4999999999999993,inf
user_1018,2025-09-01,4.0,3.0,0,4.5,0.0,inf
user_1018,2025-09-08,1.0,1.0,6,4.5,-0.6999999999999998,0.0
user_1018,2025-09-15,0.0,0.0,13,4.5,-0.9428571428571428,0.0
user_1018,2025-09-22,0.0,0.0,20,4.5,-0.9285714285714285,0.0
user_1018,2025-09-29,0.0,0.0,27,4.5,-0.8452380952380953,0.0
user_1018,2025-10-06,0.0,0.0,34,4.5,-1.0833333333333335,0.0
user_1018,2025-10-13,0.0,0.0,41,4.5,-0.5238095238095241,0.0
user_1018,2025-10-20,0.0,0.0,48,4.5,-0.392857142857143,0.0
user_1018,2025-10-27,0.0,0.0,55,4.5,-0.08333333333333337,0.0
user_1018,2025-11-03,0.0,0.0,62,4.5,0.0,inf
user_1019,2025-11-17,3.0,2.0,0,5.75,0.0,inf
user_1019,2025-11-24,4.0,3.0,0,5.75,0.9999999999999998,inf
user_1019,2025-12-01,9.0,4.0,0,5.75,2.9999999999999996,inf
