user_id,event_timestamp,event_type,event_weight
user_869,2025-09-29 13:00:00,login,1.0
user_1703,2025-09-05 20:00:00,login,1.0
user_1018,2025-08-18 00:00:00,login,1.0
user_220,2026-02-06 00:00:00,setting_change,1.0
user_919,2025-08-31 12:00:00,login,1.0
user_303,2025-09-11 16:00:00,feature_use,1.0
user_1726,2025-12-24 19:00:00,export,1.0
user_1348,2025-09-02 12:00:00,setting_change,1.0
user_1460,2025-12-28 18:00:00,export,1.0
user_437,2025-12-29 15:00:00,feature_use,1.0
user_1193,2026-01-12 13:00:00,setting_change,1.0
user_374,2025-10-22 14:00:00,feature_use,1.0
user_1580,2025-12-19 01:00:00,export,1.0
user_380,2026-02-11 03:00:00,feature_use,1.0
user_985,2026-01-17 21:00:00,setting_change,1.0
user_13,2026-04-21 01:00:00,login,1.0
user_742,2025-12-15 15:00:00,export,1.0
user_668,2026-06-23 15:00:00,feature_use,1.0
user_499,2026-04-07 14:00:00,export,1.0
user_1669,2026-03-08 21:00:00,setting_change,1.0
user_1414,2026-03-23 20:00:00,export,1.0
user_1572,2025-12-31 03:00:00,export,1.0
user_564,2025-12-04 18:00:00,export,1.0
user_529,2026-03-08 13:00:00,feature_use,1.0
user_491,2026-04-11 21:00:00,login,1.0
user_1573,2026-01-15 17:00:00,feature_use,1.0
user_1722,2026-04-15 07:00:00,export,1.0
user_1408,2026-04-07 03:00:00,feature_use,1.0
user_1219,2025-09-14 16:00:00,export,1.0
user_754,2026-07-01 02:00:00,setting_change,1.0
user_299,2026-01-03 16:00:00,feature_use,1.0
user_814,2025-09-19 19:00:00,feature_use,1.0
user_546,2025-10-18 07:00:00,export,1.0
user_726,2025-09-26 20:00:00,feature_use,1.0
user_730,2026-03-31 09:00:00,export,1.0
user_827,2025-12-10 19:00:00,setting_change,1.0
user_601,2025-11-28 11:00:00,setting_change,1.0
user_1331,2025-09-04 04:00:00,login,1.0
user_1275,2026-04-03 08:00:00,setting_change,1.0
user_1031,2025-12-07 17:00:00,feature_use,1.0
user_767,2026-01-17 19:00:00,feature_use,1.0
user_874,2026-06-06 01:00:00,feature_use,1.0
user_1231,2026-08-01 01:00:00,export,1.0
user_936,2026-02-11 00:00:00,feature_use,1.0
user_130,2026-02-11 21:00:00,feature_use,1.0
user_1759,2026-02-18 00:00:00,feature_use,1.0
user_1732,2026-04-16 03:00:00,login,1.0
user_1677,2025-11-19 11:00:00,feature_use,1.0
user_1787,2025-11-12 03:00:00,export,1.0
user_607,2026-03-26 04:00:00,feature_use,1.0
user_25,2025-11-06 03:00:00,export,1.0
user_1646,2025-09-26 17:00:00,setting_change,1.0
user_1477,2026-06-02 13:00:00,login,1.0
user_634,2026-01-16 05:00:00,feature_use,1.0
user_1209,2026-05-21 09:00:00,login,1.0
user_483,2026-06-22 02:00:00,login,1.0
user_679,2026-04-10 14:00:00,setting_change,1.0
user_1074,2026-02-16 17:00:00,feature_use,1.0
user_1914,2025-12-14 21:00:00,export,1.0
user_4,2025-11-21 09:00:00,login,1.0
user_588,2026-04-12 04:00:00,export,1.0
user_1183,2025-11-24 00:00:00,setting_change,1.0
user_207,2025-11-20 18:00:00,login,1.0
user_256,2025-08-31 19:00:00,export,1.0
user_1790,2026-07-02 15:00:00,login,1.0
user_1973,2025-12-27 12:00:00,export,1.0
user_10,2025-10-01 01:00:00,setting_change,1.0
user_948,2026-03-13 11:00:00,feature_use,1.0
user_7,2026-07-03 20:00:00,login,1.0
user_1432,2026-03-31 21:00:00,setting_change,1.0
user_935,2025-12-14 15:00:00,export,1.0
user_31,2026-07-06 12:00:00,login,1.0
user_539,2026-05-13 10:00:00,export,1.0
user_1741,2026-01-07 13:00:00,setting_change,1.0
user_1004,2026-05-10 11:00:00,login,1.0
user_386,2026-05-28 08:00:00,login,1.0
user_1251,2025-11-27 02:00:00,login,1.0
user_639,2025-10-08 03:00:00,export,1.0
user_1790,2026-05-26 20:00:00,login,1.0
user_1498,2026-04-18 12:00:00,setting_change,1.0
user_1747,2025-08-18 13:00:00,export,1.0
user_1774,2025-10-15 03:00:00,setting_change,1.0
user_206,2025-11-16 09:00:00,login,1.0
user_1341,2026-03-27 10:00:00,setting_change,1.0
user_1818,2026-02-28 14:00:00,login,1.0
user_1780,2026-04-17 02:00:00,login,1.0
user_556,2026-01-24 20:00:00,feature_use,1.0
user_1640,2026-04-14 20:00:00,setting_change,1.0
user_347,2025-10-29 13:00:00,feature_use,1.0
user_792,2025-10-22 16:00:00,login,1.0
user_233,2026-06-04 04:00:00,setting_change,1.0
user_1724,2026-04-19 19:00:00,feature_use,1.0
user_1067,2025-10-17 02:00:00,export,1.0
user_1005,2026-06-07 23:00:00,export,1.0
user_736,2026-04-08 03:00:00,export,1.0
user_941,2025-12-05 15:00:00,login,1.0
user_1165,2025-12-31 01:00:00,feature_use,1.0
user_1671,2025-10-25 16:00:00,export,1.0
user_175,2025-11-30 03:00:00,login,1.0
user_1677,2026-02-03 18:00:00,export,1.0
user_448,2026-07-05 12:00:00,feature_use,1.0
user_591,2026-05-26 04:00:00,setting_change,1.0
user_81,2025-09-18 08:00:00,login,1.0
user_134,2025-12-18 09:00:00,setting_change,1.0
user_1742,2026-04-13 08:00:00,setting_change,1.0
user_855,2026-02-18 10:00:00,feature_use,1.0
user_1200,2026-04-01 16:00:00,setting_change,1.0
user_1406,2025-12-29 10:00:00,login,1.0
user_1266,2026-05-07 15:00:00,export,1.0
user_1590,2026-02-07 02:00:00,feature_use,1.0
user_1164,2026-06-30 22:00:00,setting_change,1.0
user_1480,2025-12-10 20:00:00,feature_use,1.0
user_439,2025-10-15 10:00:00,setting_change,1.0
user_1079,2026-03-17 21:00:00,login,1.0
user_1550,2026-05-15 11:00:00,export,1.0
user_696,2025-10-25 09:00:00,feature_use,1.0
user_1849,2026-03-26 06:00:00,export,1.0
user_418,2026-05-21 10:00:00,feature_use,1.0
user_87,2026-02-28 09:00:00,setting_change,1.0
user_1632,2026-03-06 22:00:00,feature_use,1.0
user_655,2025-10-15 10:00:00,login,1.0
user_1031,2025-12-07 18:00:00,export,1.0
user_1500,2026-01-17 20:00:00,login,1.0
user_214,2026-03-26 02:00:00,export,1.0
user_1708,2026-05-23 09:00:00,feature_use,1.0
user_1758,2026-03-05 03:00:00,setting_change,1.0
user_551,2025-12-09 10:00:00,login,1.0
user_1520,2026-03-30 21:00:00,setting_change,1.0
user_1717,2025-09-07 07:00:00,setting_change,1.0
user_502,2025-10-16 17:00:00,feature_use,1.0
user_1805,2026-05-15 01:00:00,setting_change,1.0
user_698,2025-12-29 05:00:00,login,1.0
user_244,2026-03-28 09:00:00,export,1.0
user_1501,2026-05-14 22:00:00,setting_change,1.0
user_308,2025-12-14 11:00:00,login,1.0
user_230,2026-04-28 10:00:00,export,1.0
user_1406,2026-03-04 19:00:00,login,1.0
user_154,2026-05-19 17:00:00,feature_use,1.0
user_1198,2026-03-06 18:00:00,setting_change,1.0
user_847,2026-04-07 06:00:00,setting_change,1.0
user_114,2026-04-15 11:00:00,feature_use,1.0
user_1413,2026-03-18 20:00:00,setting_change,1.0
user_310,2025-12-24 11:00:00,feature_use,1.0
user_992,2025-12-14 11:00:00,export,1.0
user_299,2026-02-15 02:00:00,setting_change,1.0
user_1041,2025-11-05 05:00:00,setting_change,1.0
user_783,2025-12-22 11:00:00,login,1.0
user_11,2026-02-01 07:00:00,export,1.0
user_1427,2025-12-23 22:00:00,export,1.0
user_1836,2026-01-30 17:00:00,setting_change,1.0
user_1727,2025-12-01 01:00:00,export,1.0
user_231,2026-03-19 07:00:00,feature_use,1.0
user_954,2026-05-05 18:00:00,setting_change,1.0
user_1628,2026-03-10 21:00:00,export,1.0
user_1301,2026-05-08 17:00:00,export,1.0
user_1376,2026-03-14 10:00:00,login,1.0
user_1017,2026-01-10 13:00:00,export,1.0
user_998,2026-05-17 11:00:00,setting_change,1.0
user_302,2026-04-17 11:00:00,login,1.0
user_540,2025-09-01 06:00:00,feature_use,1.0
user_469,2026-02-13 18:00:00,feature_use,1.0
user_812,2026-05-29 06:00:00,login,1.0
user_76,2026-04-29 21:00:00,feature_use,1.0
user_1019,2025-12-08 12:00:00,setting_change,1.0
user_1544,2026-01-18 14:00:00,setting_change,1.0
user_23,2026-08-04 02:00:00,export,1.0
user_1038,2025-11-17 08:00:00,export,1.0
user_675,2025-10-08 13:00:00,feature_use,1.0
user_524,2026-05-31 02:00:00,feature_use,1.0
user_346,2026-01-01 00:00:00,export,1.0
user_171,2026-05-25 00:00:00,login,1.0
user_1892,2025-12-19 12:00:00,login,1.0
user_1350,2026-03-17 12:00:00,feature_use,1.0
user_711,2025-09-27 04:00:00,feature_use,1.0
user_1508,2025-11-02 10:00:00,login,1.0
user_488,2026-02-07 02:00:00,feature_use,1.0
user_1485,2026-04-26 23:00:00,export,1.0
user_377,2026-02-07 11:00:00,login,1.0
user_1611,2025-12-28 22:00:00,feature_use,1.0
user_1187,2026-06-05 06:00:00,export,1.0
user_371,2026-03-12 11:00:00,setting_change,1.0
user_1596,2026-06-07 23:00:00,setting_change,1.0
user_999,2025-09-03 13:00:00,feature_use,1.0
user_976,2025-08-19 01:00:00,feature_use,1.0
user_1447,2025-09-07 22:00:00,export,1.0
user_756,2026-06-04 05:00:00,setting_change,1.0
user_476,2026-05-06 11:00:00,feature_use,1.0
user_381,2025-12-09 02:00:00,setting_change,1.0
user_154,2026-05-21 22:00:00,feature_use,1.0
user_256,2025-09-08 01:00:00,feature_use,1.0
user_1779,2026-05-10 04:00:00,setting_change,1.0
user_673,2026-03-23 17:00:00,setting_change,1.0
user_67,2025-12-23 23:00:00,export,1.0
user_343,2025-09-23 21:00:00,export,1.0
user_1300,2026-05-13 15:00:00,setting_change,1.0
user_672,2026-02-02 20:00:00,login,1.0
user_390,2026-05-27 19:00:00,setting_change,1.0
user_1472,2026-02-10 20:00:00,login,1.0
user_258,2026-04-26 19:00:00,export,1.0
user_306,2026-03-10 17:00:00,export,1.0
user_1870,2026-06-12 23:00:00,feature_use,1.0
user_1118,2026-04-19 15:00:00,feature_use,1.0
user_949,2026-02-16 21:00:00,feature_use,1.0
user_1487,2025-10-23 20:00:00,feature_use,1.0
user_969,2025-09-24 11:00:00,export,1.0
user_245,2026-01-14 06:00:00,setting_change,1.0
user_732,2026-05-13 03:00:00,feature_use,1.0
user_1658,2026-04-05 19:00:00,setting_change,1.0
user_186,2025-08-29 17:00:00,setting_change,1.0
user_1797,2025-12-04 07:00:00,login,1.0
user_784,2025-12-04 22:00:00,login,1.0
user_1595,2026-03-12 03:00:00,setting_change,1.0
user_1429,2026-04-11 17:00:00,setting_change,1.0
user_407,2026-06-05 19:00:00,export,1.0
user_1148,2026-06-05 04:00:00,feature_use,1.0
user_1360,2025-09-09 13:00:00,setting_change,1.0
user_340,2026-07-07 06:00:00,export,1.0
user_562,2025-08-19 20:00:00,export,1.0
user_1201,2026-04-19 06:00:00,login,1.0
user_650,2025-10-12 03:00:00,export,1.0
user_951,2026-05-15 00:00:00,feature_use,1.0
user_1862,2025-11-28 01:00:00,feature_use,1.0
user_1193,2026-01-15 04:00:00,setting_change,1.0
user_1062,2025-12-01 01:00:00,feature_use,1.0
user_68,2026-06-29 23:00:00,setting_change,1.0
user_1259,2026-03-03 02:00:00,login,1.0
user_1583,2026-03-05 21:00:00,feature_use,1.0
user_380,2026-01-29 01:00:00,export,1.0
user_56,2026-03-31 10:00:00,feature_use,1.0
user_1300,2026-05-11 19:00:00,login,1.0
user_849,2026-07-06 20:00:00,feature_use,1.0
user_1122,2025-10-11 09:00:00,feature_use,1.0
user_915,2025-09-05 12:00:00,feature_use,1.0
user_1550,2026-06-09 19:00:00,setting_change,1.0
user_324,2025-09-29 01:00:00,setting_change,1.0
user_460,2026-05-22 15:00:00,setting_change,1.0
user_178,2026-03-23 12:00:00,feature_use,1.0
user_843,2025-10-13 00:00:00,feature_use,1.0
user_573,2026-04-11 12:00:00,export,1.0
user_118,2025-09-03 08:00:00,export,1.0
user_1492,2025-09-03 02:00:00,export,1.0
user_548,2026-07-06 15:00:00,feature_use,1.0
user_645,2026-01-03 11:00:00,feature_use,1.0
user_1478,2025-10-17 13:00:00,setting_change,1.0
user_25,2025-10-17 23:00:00,setting_change,1.0
user_1513,2026-04-22 07:00:00,export,1.0
user_1031,2026-01-26 06:00:00,login,1.0
user_968,2026-04-12 13:00:00,login,1.0
user_1539,2025-10-23 17:00:00,login,1.0
user_532,2025-11-12 08:00:00,feature_use,1.0
user_1950,2026-02-25 02:00:00,login,1.0
user_148,2026-03-10 14:00:00,export,1.0
user_1511,2025-11-08 10:00:00,feature_use,1.0
user_1048,2026-03-16 01:00:00,export,1.0
user_654,2025-12-05 16:00:00,login,1.0
user_1780,2026-02-20 02:00:00,login,1.0
user_1954,2025-09-01 01:00:00,export,1.0
user_944,2026-04-12 11:00:00,export,1.0
user_554,2026-04-08 08:00:00,export,1.0
user_424,2025-10-21 17:00:00,setting_change,1.0
user_292,2025-12-09 20:00:00,setting_change,1.0
user_1208,2026-02-24 21:00:00,setting_change,1.0
user_553,2026-03-22 04:00:00,setting_change,1.0
user_430,2025-12-30 15:00:00,export,1.0
user_603,2026-03-13 02:00:00,feature_use,1.0
user_316,2026-02-20 16:00:00,export,1.0
user_397,2026-06-20 05:00:00,login,1.0
user_1347,2026-01-06 06:00:00,export,1.0
user_1588,2026-04-25 21:00:00,login,1.0
user_595,2026-07-05 22:00:00,export,1.0
user_545,2025-11-11 06:00:00,setting_change,1.0
user_75,2026-02-23 21:00:00,export,1.0
user_864,2025-10-23 15:00:00,feature_use,1.0
user_1943,2026-04-29 00:00:00,setting_change,1.0
user_915,2025-09-05 15:00:00,setting_change,1.0
user_708,2025-09-02 01:00:00,setting_change,1.0
user_1821,2026-06-25 23:00:00,feature_use,1.0
user_1111,2025-09-29 14:00:00,login,1.0
user_746,2025-10-25 17:00:00,login,1.0
user_1255,2026-02-03 04:00:00,export,1.0
user_1030,2025-12-16 03:00:00,feature_use,1.0
user_1827,2026-01-28 03:00:00,export,1.0
user_549,2026-07-13 15:00:00,login,1.0
user_975,2026-06-08 08:00:00,login,1.0
user_1075,2025-11-08 01:00:00,export,1.0
user_1678,2026-02-18 19:00:00,setting_change,1.0
user_941,2025-12-06 12:00:00,feature_use,1.0
user_918,2025-12-07 21:00:00,export,1.0
user_1419,2026-05-30 02:00:00,login,1.0
user_1244,2025-11-12 13:00:00,export,1.0
user_1451,2026-02-11 20:00:00,feature_use,1.0
user_1775,2025-10-18 23:00:00,login,1.0
user_1166,2026-06-04 17:00:00,feature_use,1.0
user_1884,2026-05-23 12:00:00,export,1.0
user_362,2026-04-02 04:00:00,login,1.0
user_381,2026-01-27 11:00:00,setting_change,1.0
user_1584,2026-06-08 08:00:00,setting_change,1.0
user_1300,2026-05-05 18:00:00,feature_use,1.0
user_270,2025-10-30 22:00:00,export,1.0
user_1037,2025-09-10 17:00:00,login,1.0
user_297,2026-04-14 12:00:00,login,1.0
user_1003,2026-05-25 02:00:00,login,1.0
user_1487,2025-10-25 20:00:00,export,1.0
user_1550,2026-05-18 15:00:00,setting_change,1.0
user_233,2026-06-07 21:00:00,feature_use,1.0
user_574,2025-12-10 07:00:00,export,1.0
user_1731,2025-12-06 11:00:00,feature_use,1.0
user_26,2025-08-24 21:00:00,setting_change,1.0
user_1494,2026-03-29 12:00:00,login,1.0
user_92,2026-05-11 00:00:00,feature_use,1.0
user_616,2025-10-24 10:00:00,feature_use,1.0
user_308,2025-12-25 14:00:00,login,1.0
user_51,2025-12-25 22:00:00,export,1.0
user_318,2026-01-15 05:00:00,login,1.0
user_1992,2026-02-24 06:00:00,login,1.0
user_180,2026-05-05 22:00:00,feature_use,1.0
user_1592,2026-05-20 06:00:00,login,1.0
user_1143,2025-12-14 19:00:00,feature_use,1.0
user_1843,2026-03-04 05:00:00,export,1.0
user_874,2026-06-02 04:00:00,export,1.0
user_1066,2025-10-21 06:00:00,login,1.0
user_646,2026-05-17 14:00:00,export,1.0
user_1908,2025-12-26 23:00:00,login,1.0
user_1961,2025-12-25 19:00:00,feature_use,1.0
user_1283,2026-01-26 04:00:00,setting_change,1.0
user_196,2026-04-22 02:00:00,export,1.0
user_644,2026-03-16 00:00:00,login,1.0
user_970,2026-02-13 11:00:00,feature_use,1.0
user_254,2026-01-08 04:00:00,export,1.0
user_731,2026-05-02 17:00:00,setting_change,1.0
user_335,2025-09-08 01:00:00,login,1.0
user_1576,2025-09-11 02:00:00,feature_use,1.0
user_1525,2026-01-27 00:00:00,export,1.0
user_989,2026-03-29 12:00:00,login,1.0
user_899,2025-11-22 03:00:00,setting_change,1.0
user_1278,2025-11-24 23:00:00,setting_change,1.0
user_513,2025-10-18 07:00:00,login,1.0
user_1730,2025-12-12 19:00:00,export,1.0
user_241,2026-03-13 23:00:00,feature_use,1.0
user_148,2025-12-30 00:00:00,export,1.0
user_1733,2025-09-17 23:00:00,setting_change,1.0
user_1322,2026-01-26 04:00:00,login,1.0
user_756,2026-05-29 05:00:00,setting_change,1.0
user_1873,2025-12-06 06:00:00,setting_change,1.0
user_619,2026-02-01 18:00:00,setting_change,1.0
user_452,2025-11-26 08:00:00,login,1.0
user_1416,2026-04-04 21:00:00,login,1.0
user_211,2026-06-23 15:00:00,login,1.0
user_667,2026-05-14 08:00:00,login,1.0
user_1561,2025-12-27 15:00:00,export,1.0
user_593,2026-01-02 11:00:00,setting_change,1.0
user_1618,2026-01-07 06:00:00,export,1.0
user_130,2026-02-20 04:00:00,feature_use,1.0
user_1352,2026-04-25 22:00:00,feature_use,1.0
user_611,2026-05-31 18:00:00,export,1.0
user_255,2025-10-01 04:00:00,export,1.0
user_1502,2026-02-03 02:00:00,setting_change,1.0
user_560,2026-03-08 05:00:00,login,1.0
user_1936,2026-04-01 19:00:00,export,1.0
user_62,2026-06-10 17:00:00,login,1.0
user_1334,2026-02-17 21:00:00,export,1.0
user_406,2025-09-04 10:00:00,setting_change,1.0
user_801,2025-11-17 14:00:00,setting_change,1.0
user_1128,2026-06-12 20:00:00,feature_use,1.0
user_1640,2026-04-05 07:00:00,feature_use,1.0
user_1860,2026-02-01 19:00:00,setting_change,1.0
user_14,2025-10-01 19:00:00,feature_use,1.0
user_1710,2026-02-02 11:00:00,feature_use,1.0
user_258,2026-05-02 15:00:00,setting_change,1.0
user_722,2026-04-26 09:00:00,export,1.0
user_1435,2026-01-13 13:00:00,setting_change,1.0
user_1282,2026-06-06 21:00:00,setting_change,1.0
user_613,2026-05-06 19:00:00,export,1.0
user_1283,2026-01-13 17:00:00,feature_use,1.0
user_1879,2026-05-29 07:00:00,export,1.0
user_1694,2026-03-19 03:00:00,feature_use,1.0
user_1068,2026-02-18 02:00:00,login,1.0
user_1978,2026-04-12 09:00:00,export,1.0
user_812,2026-06-19 22:00:00,setting_change,1.0
user_1786,2025-09-19 07:00:00,export,1.0
user_330,2025-10-21 00:00:00,export,1.0
user_164,2026-05-15 18:00:00,login,1.0
user_1216,2026-03-25 06:00:00,setting_change,1.0
user_1544,2026-01-19 05:00:00,setting_change,1.0
user_1424,2026-01-24 19:00:00,export,1.0
user_1397,2025-12-29 20:00:00,export,1.0
user_1088,2026-02-06 16:00:00,export,1.0
user_386,2026-05-23 17:00:00,setting_change,1.0
user_1518,2025-11-06 16:00:00,export,1.0
user_1817,2026-06-14 05:00:00,setting_change,1.0
user_1716,2026-03-30 07:00:00,export,1.0
user_1438,2025-11-13 21:00:00,export,1.0
user_1817,2026-07-27 12:00:00,export,1.0
user_1814,2025-12-13 14:00:00,export,1.0
user_1053,2026-05-25 02:00:00,export,1.0
user_1289,2026-03-02 15:00:00,feature_use,1.0
user_327,2025-11-06 18:00:00,feature_use,1.0
user_1515,2026-07-27 10:00:00,export,1.0
user_1240,2025-11-30 16:00:00,setting_change,1.0
user_319,2026-07-01 06:00:00,login,1.0
user_1941,2026-06-10 13:00:00,setting_change,1.0
user_398,2025-12-16 18:00:00,setting_change,1.0
user_1914,2026-01-11 14:00:00,login,1.0
user_104,2025-10-09 03:00:00,login,1.0
user_695,2026-04-03 11:00:00,feature_use,1.0
user_1016,2026-02-27 09:00:00,feature_use,1.0
user_329,2025-12-05 05:00:00,export,1.0
user_659,2025-09-08 19:00:00,setting_change,1.0
user_1640,2026-04-08 20:00:00,feature_use,1.0
user_1070,2026-01-30 19:00:00,feature_use,1.0
user_598,2026-01-20 04:00:00,setting_change,1.0
user_820,2025-10-29 16:00:00,export,1.0
user_1972,2026-04-18 15:00:00,setting_change,1.0
user_640,2025-10-11 18:00:00,feature_use,1.0
user_1793,2026-03-08 15:00:00,login,1.0
user_313,2026-02-10 21:00:00,setting_change,1.0
user_1170,2025-08-29 07:00:00,export,1.0
user_1981,2026-03-04 10:00:00,login,1.0
user_461,2026-03-10 20:00:00,login,1.0
user_1607,2026-01-10 10:00:00,login,1.0
user_1675,2025-11-02 08:00:00,login,1.0
user_409,2026-01-27 18:00:00,export,1.0
user_26,2025-09-18 02:00:00,setting_change,1.0
user_1052,2025-12-07 12:00:00,setting_change,1.0
user_270,2025-11-01 20:00:00,export,1.0
user_685,2025-08-20 02:00:00,setting_change,1.0
user_500,2026-03-06 17:00:00,feature_use,1.0
user_1276,2026-07-15 06:00:00,export,1.0
user_384,2025-12-15 21:00:00,setting_change,1.0
user_59,2026-02-24 05:00:00,feature_use,1.0
user_1130,2025-10-23 12:00:00,setting_change,1.0
user_219,2025-10-01 11:00:00,setting_change,1.0
user_1464,2026-04-22 03:00:00,setting_change,1.0
user_770,2026-03-21 19:00:00,export,1.0
user_1906,2026-03-25 09:00:00,feature_use,1.0
user_1681,2025-12-10 19:00:00,login,1.0
user_563,2026-03-28 20:00:00,export,1.0
user_1595,2026-03-03 01:00:00,export,1.0
user_545,2025-11-12 16:00:00,setting_change,1.0
user_95,2026-02-21 19:00:00,export,1.0
user_988,2026-05-25 12:00:00,setting_change,1.0
user_1112,2025-10-08 14:00:00,setting_change,1.0
user_827,2025-12-25 20:00:00,setting_change,1.0
user_1945,2025-09-11 02:00:00,feature_use,1.0
user_230,2026-04-19 18:00:00,setting_change,1.0
user_967,2025-12-20 12:00:00,feature_use,1.0
user_274,2025-10-01 00:00:00,export,1.0
user_245,2026-01-27 03:00:00,setting_change,1.0
user_110,2026-04-26 18:00:00,setting_change,1.0
user_233,2026-06-09 15:00:00,setting_change,1.0
user_1301,2026-05-22 15:00:00,login,1.0
user_1500,2025-12-31 09:00:00,setting_change,1.0
user_416,2026-04-11 04:00:00,setting_change,1.0
user_677,2026-06-30 18:00:00,export,1.0
user_1151,2026-04-28 14:00:00,setting_change,1.0
user_1260,2025-11-09 00:00:00,setting_change,1.0
user_802,2025-12-08 21:00:00,feature_use,1.0
user_618,2026-05-09 12:00:00,export,1.0
user_1151,2026-02-05 06:00:00,feature_use,1.0
user_706,2026-05-11 07:00:00,setting_change,1.0
user_850,2026-02-08 17:00:00,export,1.0
user_1417,2025-09-16 15:00:00,login,1.0
user_474,2026-08-05 14:00:00,setting_change,1.0
user_654,2025-12-30 18:00:00,export,1.0
user_394,2025-11-07 08:00:00,export,1.0
user_110,2026-04-13 15:00:00,export,1.0
user_89,2025-11-28 22:00:00,login,1.0
user_762,2025-12-18 03:00:00,setting_change,1.0
user_1303,2026-03-17 20:00:00,setting_change,1.0
user_1356,2025-09-19 03:00:00,setting_change,1.0
user_1247,2026-05-08 05:00:00,feature_use,1.0
user_1124,2026-05-20 03:00:00,feature_use,1.0
user_131,2026-03-19 09:00:00,feature_use,1.0
user_1036,2026-06-02 17:00:00,feature_use,1.0
user_456,2026-01-13 08:00:00,setting_change,1.0
user_1464,2026-03-25 10:00:00,setting_change,1.0
user_97,2026-01-18 23:00:00,export,1.0
user_1143,2025-12-05 06:00:00,export,1.0
user_292,2025-12-06 02:00:00,export,1.0
user_1839,2026-03-11 13:00:00,setting_change,1.0
user_1734,2026-05-16 08:00:00,feature_use,1.0
user_1024,2025-11-08 16:00:00,export,1.0
user_571,2026-07-16 23:00:00,export,1.0
user_249,2025-11-14 12:00:00,feature_use,1.0
user_651,2025-12-09 22:00:00,feature_use,1.0
user_148,2026-03-06 07:00:00,setting_change,1.0
user_1418,2026-05-23 23:00:00,export,1.0
user_43,2026-05-14 22:00:00,login,1.0
user_1906,2026-02-21 17:00:00,setting_change,1.0
user_1721,2026-03-20 20:00:00,login,1.0
user_1643,2026-06-29 09:00:00,login,1.0
user_1067,2025-10-20 12:00:00,login,1.0
user_1101,2025-11-24 10:00:00,export,1.0
user_1249,2025-09-12 18:00:00,setting_change,1.0
user_161,2026-03-11 17:00:00,feature_use,1.0
user_1816,2026-02-13 16:00:00,export,1.0
user_252,2026-03-29 11:00:00,login,1.0
user_131,2026-03-12 01:00:00,login,1.0
user_1471,2025-12-20 08:00:00,feature_use,1.0
user_1907,2025-12-22 18:00:00,setting_change,1.0
user_1910,2026-06-18 08:00:00,export,1.0
user_473,2025-11-07 21:00:00,setting_change,1.0
user_1679,2025-12-19 17:00:00,feature_use,1.0
user_1801,2026-06-26 04:00:00,login,1.0
user_1132,2025-09-27 10:00:00,export,1.0
user_705,2025-11-03 00:00:00,feature_use,1.0
user_1058,2026-01-03 12:00:00,export,1.0
user_1490,2026-04-05 09:00:00,feature_use,1.0
user_1925,2026-05-02 10:00:00,setting_change,1.0
user_274,2025-09-25 05:00:00,export,1.0
