user_id,signup_date,plan_tier
user_391,2026-05-06,pro
user_392,2026-05-27,basic
user_393,2025-08-14,basic
user_394,2025-10-26,basic
user_395,2025-12-19,basic
user_396,2025-09-20,basic
user_397,2026-06-01,basic
user_398,2025-11-21,basic
user_399,2026-02-04,pro
user_400,2025-09-01,basic
user_401,2026-01-09,basic
user_402,2025-11-21,basic
user_403,2025-09-17,basic
user_404,2025-12-21,basic
user_405,2026-02-04,basic
user_406,2025-08-24,pro
user_407,2026-05-25,basic
user_408,2026-03-28,basic
user_409,2026-01-13,basic
user_410,2025-11-14,pro
user_411,2026-05-25,basic
user_412,2025-11-03,pro
user_413,2025-08-14,pro
user_414,2025-12-05,pro
user_415,2026-01-15,basic
user_416,2026-03-13,pro
user_417,2025-08-24,pro
user_418,2026-04-27,basic
user_419,2026-01-29,pro
user_420,2025-11-12,basic
user_421,2026-05-28,pro
user_422,2026-05-19,basic
user_423,2025-08-20,enterprise
user_424,2025-09-16,basic
user_425,2025-09-01,basic
user_426,2026-03-15,basic
user_427,2026-03-07,pro
user_428,2025-11-28,pro
user_429,2026-01-27,enterprise
user_430,2025-12-20,enterprise
user_431,2025-12-14,basic
user_432,2025-11-09,basic
user_433,2025-09-29,pro
user_434,2026-06-01,pro
user_435,2026-05-03,basic
user_436,2025-11-18,enterprise
user_437,2025-11-27,basic
user_438,2025-08-10,pro
user_439,2025-10-03,basic
user_440,2026-01-05,basic
user_441,2025-12-24,basic
user_442,2025-12-04,pro
user_443,2026-05-27,basic
user_444,2025-09-03,pro
user_445,2026-05-30,basic
user_446,2026-03-07,basic
user_447,2025-08-26,basic
user_448,2026-04-17,basic
user_449,2026-01-08,basic
user_450,2026-02-05,basic
user_451,2026-01-17,basic
user_452,2025-10-11,basic
user_453,2026-01-10,basic
user_454,2025-09-27,basic
user_455,2025-11-01,basic
user_456,2026-01-04,basic
user_457,2025-10-11,enterprise
user_458,2025-09-27,basic
user_459,2026-03-21,basic
user_460,2026-03-12,basic
user_461,2026-03-08,basic
user_462,2026-01-14,basic
user_463,2026-05-22,pro
user_464,2025-08-28,basic
user_465,2025-10-26,pro
user_466,2026-02-19,basic
user_467,2025-11-30,basic
user_468,2026-01-22,pro
user_469,2025-12-19,basic
user_470,2025-10-03,enterprise
user_471,2026-05-24,basic
user_472,2026-01-18,basic
user_473,2025-11-04,enterprise
user_474,2026-05-24,pro
user_475,2025-08-17,basic
user_476,2026-04-13,basic
user_477,2026-04-21,basic
user_478,2025-10-02,basic
user_479,2026-03-26,basic
user_480,2025-11-14,basic
user_481,2026-04-30,basic
user_482,2025-11-13,enterprise
user_483,2026-05-24,pro
user_484,2026-01-21,basic
user_485,2026-03-20,basic
user_486,2025-08-16,pro
user_487,2026-01-17,basic
user_488,2026-01-03,basic
user_489,2025-09-14,pro
user_490,2025-10-30,pro
user_491,2026-02-22,basic
user_492,2026-03-31,pro
user_493,2026-02-20,basic
user_494,2025-08-29,pro
user_495,2026-04-22,basic
user_496,2026-03-23,pro
user_497,2026-05-16,basic
user_498,2026-01-14,basic
user_499,2026-03-12,pro
user_500,2026-03-06,basic
user_501,2026-03-06,basic
user_502,2025-09-18,pro
user_503,2026-05-17,basic
user_504,2026-04-12,pro
user_505,2025-08-13,basic
user_506,2025-09-07,basic
user_507,2026-03-12,pro
user_508,2026-01-02,basic
user_509,2025-09-20,basic
user_510,2025-09-12,basic
user_511,2026-01-09,basic
user_512,2025-10-24,basic
user_513,2025-09-05,enterprise
user_514,2025-12-21,pro
user_515,2025-11-15,pro
user_516,2026-01-29,pro
user_517,2026-02-15,basic
user_518,2025-10-12,basic
user_519,2026-02-18,basic
user_520,2026-05-28,pro
user_521,2025-09-07,basic
user_522,2026-06-01,basic
user_523,2026-01-20,pro
user_524,2026-05-31,pro
user_525,2025-11-15,basic
user_526,2026-01-08,enterprise
user_527,2025-10-17,basic
user_528,2026-04-16,basic
user_529,2026-01-04,basic
user_530,2026-04-10,basic
user_531,2026-02-26,pro
user_532,2025-10-21,basic
user_533,2025-08-26,basic
user_534,2025-10-09,pro
user_535,2025-09-20,basic
user_536,2026-05-27,pro
user_537,2026-03-26,basic
user_538,2025-11-19,basic
user_539,2026-05-11,basic
user_540,2025-08-26,enterprise
user_541,2025-08-21,basic
user_542,2026-03-13,pro
user_543,2026-01-05,pro
user_544,2026-02-23,enterprise
user_545,2025-11-06,pro
user_546,2025-10-07,enterprise
user_547,2025-09-04,basic
user_548,2026-05-02,basic
user_549,2026-05-18,basic
user_550,2026-04-16,basic
user_551,2025-12-04,pro
user_552,2026-02-01,basic
user_553,2026-03-12,pro
user_554,2026-03-20,pro
user_555,2025-11-20,basic
user_556,2026-01-15,basic
user_557,2025-11-25,basic
user_558,2025-11-15,pro
user_559,2026-01-27,basic
user_560,2026-02-08,basic
user_561,2025-09-17,basic
user_562,2025-08-13,pro
user_563,2026-03-07,basic
user_564,2025-11-25,basic
user_565,2026-03-24,pro
user_566,2026-04-17,pro
user_567,2025-12-28,basic
user_568,2025-11-13,pro
user_569,2025-09-17,basic
user_570,2025-09-07,pro
user_571,2026-04-11,basic
user_572,2026-05-08,pro
user_573,2026-04-05,basic
user_574,2025-10-13,basic
user_575,2025-08-12,basic
user_576,2026-01-14,pro
user_577,2026-01-02,basic
user_578,2026-01-09,basic
user_579,2025-10-21,basic
user_580,2025-12-27,enterprise
user_581,2026-05-29,pro
user_582,2026-02-23,enterprise
user_583,2025-08-20,enterprise
user_584,2026-03-23,basic
user_585,2025-09-30,basic
user_586,2025-10-20,enterprise
user_587,2025-10-11,basic
user_588,2026-04-09,basic
user_589,2025-11-24,basic
user_590,2026-03-15,basic
user_591,2026-04-25,pro
user_592,2025-08-14,basic
user_593,2025-09-25,basic
user_594,2025-08-18,enterprise
user_595,2026-04-07,basic
user_596,2026-02-03,basic
user_597,2026-01-01,basic
user_598,2026-01-16,basic
user_599,2026-05-05,basic
user_600,2025-11-06,basic
user_601,2025-11-15,basic
user_602,2025-12-10,basic
user_603,2025-12-24,basic
user_604,2026-03-23,pro
user_605,2025-08-18,basic
user_606,2025-09-03,basic
user_607,2026-03-23,basic
user_608,2025-09-16,basic
user_609,2026-02-01,basic
user_610,2025-09-15,basic
user_611,2026-05-20,basic
user_612,2025-10-29,basic
user_613,2026-03-21,basic
user_614,2025-12-02,pro
user_615,2025-10-04,pro
user_616,2025-09-18,basic
user_617,2026-04-03,pro
user_618,2026-03-13,pro
user_619,2026-01-24,basic
user_620,2025-10-07,pro
user_621,2026-01-25,basic
user_622,2025-09-23,pro
user_623,2026-01-26,basic
user_624,2026-01-11,pro
user_625,2025-08-16,pro
user_626,2025-09-23,pro
user_627,2025-09-09,pro
user_628,2026-01-16,basic
user_629,2026-01-14,enterprise
user_630,2025-10-30,pro
user_631,2026-03-03,pro
user_632,2025-08-21,basic
user_633,2026-03-21,basic
user_634,2026-01-11,enterprise
user_635,2025-08-26,basic
user_636,2026-02-13,basic
user_637,2026-01-19,basic
user_638,2025-10-22,basic
user_639,2025-10-08,basic
user_640,2025-09-15,basic
user_641,2026-02-21,basic
user_642,2026-04-08,enterprise
user_643,2026-02-17,pro
user_644,2026-02-18,basic
user_645,2025-12-07,basic
user_646,2026-05-06,enterprise
user_647,2026-05-21,basic
user_648,2026-04-17,basic
user_649,2025-08-16,basic
user_650,2025-09-11,basic
user_651,2025-10-27,pro
user_652,2025-10-06,basic
user_653,2026-03-23,enterprise
user_654,2025-11-16,basic
user_655,2025-09-17,basic
user_656,2026-05-21,pro
user_657,2026-05-24,basic
user_658,2025-11-01,pro
user_659,2025-09-05,pro
user_660,2026-04-02,basic
user_661,2025-08-30,enterprise
user_662,2025-11-01,basic
user_663,2026-04-23,basic
user_664,2025-08-24,pro
user_665,2026-01-19,basic
user_666,2026-05-17,pro
user_667,2026-05-10,pro
user_668,2026-03-05,basic
user_669,2025-10-08,basic
user_670,2026-01-01,basic
user_671,2025-08-17,pro
user_672,2026-01-30,basic
user_673,2026-02-24,pro
user_674,2026-02-06,enterprise
user_675,2025-09-24,basic
user_676,2026-03-19,basic
user_677,2026-05-09,pro
user_678,2026-03-25,basic
user_679,2026-03-11,basic
user_680,2025-12-04,basic
user_681,2025-10-20,basic
user_682,2026-03-02,basic
user_683,2026-05-13,basic
user_684,2025-11-12,pro
user_685,2025-08-20,pro
user_686,2026-05-25,enterprise
user_687,2026-05-03,basic
user_688,2025-11-05,basic
user_689,2025-10-24,enterprise
user_690,2026-01-16,basic
user_691,2025-11-03,basic
user_692,2026-01-17,basic
user_693,2026-04-08,basic
user_694,2025-08-11,basic
user_695,2026-03-30,basic
user_696,2025-10-25,basic
user_697,2025-11-20,basic
user_698,2025-11-07,pro
user_699,2025-12-30,basic
user_700,2025-12-10,basic
user_701,2026-04-28,pro
user_702,2026-03-20,basic
user_703,2026-03-01,pro
user_704,2026-02-03,pro
user_705,2025-11-01,basic
user_706,2026-04-17,basic
user_707,2025-11-01,basic
user_708,2025-08-31,basic
user_709,2025-08-12,basic
user_710,2026-02-13,pro
user_711,2025-08-21,basic
user_712,2025-09-03,pro
user_713,2025-12-09,basic
user_714,2026-04-04,basic
user_715,2026-03-18,pro
user_716,2026-02-08,basic
user_717,2026-06-05,basic
user_718,2026-03-08,basic
user_719,2025-10-07,pro
user_720,2026-02-27,basic
user_721,2025-11-10,basic
user_722,2026-03-04,basic
user_723,2026-03-10,pro
user_724,2025-09-02,basic
user_725,2025-08-13,pro
user_726,2025-08-29,basic
user_727,2025-09-28,pro
user_728,2025-11-13,basic
user_729,2026-04-16,pro
user_730,2026-03-25,pro
user_731,2026-04-28,pro
user_732,2026-04-09,basic
user_733,2026-04-12,basic
user_734,2025-12-18,pro
user_735,2025-09-18,pro
user_736,2026-03-22,basic
user_737,2025-08-17,basic
user_738,2025-11-04,pro
user_739,2025-08-23,enterprise
user_740,2026-05-29,pro
user_741,2025-09-19,basic
user_742,2025-11-28,basic
user_743,2026-03-28,basic
user_744,2025-12-17,basic
user_745,2026-01-01,basic
user_746,2025-09-06,basic
user_747,2026-03-26,basic
user_748,2026-01-20,enterprise
user_749,2026-05-23,basic
user_750,2026-02-20,basic
user_751,2025-10-28,basic
user_752,2026-05-02,pro
user_753,2026-04-23,basic
user_754,2026-04-30,pro
user_755,2025-08-10,basic
user_756,2026-05-20,basic
user_757,2026-01-31,pro
user_758,2026-01-21,pro
user_759,2025-12-07,pro
user_760,2026-01-12,pro
user_761,2025-11-25,basic
user_762,2025-12-17,basic
user_763,2026-05-29,enterprise
user_764,2026-05-21,pro
user_765,2025-09-13,basic
user_766,2026-04-11,basic
user_767,2026-01-17,basic
user_768,2026-03-03,pro
user_769,2026-05-12,enterprise
user_770,2026-03-13,pro
user_771,2025-12-13,enterprise
user_772,2026-05-21,pro
user_773,2026-03-20,basic
user_774,2026-02-03,basic
user_775,2026-05-30,basic
user_776,2025-12-13,basic
user_777,2026-03-31,pro
user_778,2025-08-17,enterprise
user_779,2025-12-16,pro
user_780,2026-01-13,basic
user_781,2025-08-14,enterprise
user_782,2026-01-31,pro
user_783,2025-12-06,enterprise
user_784,2025-12-01,basic
user_785,2025-09-04,pro
user_786,2026-03-29,pro
user_787,2026-05-25,pro
user_788,2026-05-23,pro
user_789,2025-10-01,pro
user_790,2025-11-07,basic
user_791,2026-02-17,basic
user_792,2025-10-21,pro
user_793,2025-11-06,pro
user_794,2025-10-21,basic
user_795,2026-01-15,pro
user_796,2025-11-15,basic
user_797,2025-12-19,pro
user_798,2025-10-30,pro
user_799,2026-05-15,basic
user_800,2025-12-16,basic
user_801,2025-11-06,basic
user_802,2025-10-13,basic
user_803,2026-02-24,basic
user_804,2025-11-10,basic
user_805,2026-03-21,basic
user_806,2025-11-19,basic
user_807,2025-11-27,pro
user_808,2026-05-01,basic
user_809,2026-05-18,enterprise
user_810,2025-12-04,pro
user_811,2026-01-09,basic
user_812,2026-05-29,basic
user_813,2026-03-25,pro
user_814,2025-08-30,basic
user_815,2025-12-04,pro
user_816,2026-05-17,pro
user_817,2025-09-29,basic
user_818,2026-05-13,basic
user_819,2026-05-11,basic
user_820,2025-09-30,pro
user_821,2026-01-13,pro
user_822,2026-05-27,basic
user_823,2025-11-23,pro
user_824,2026-01-02,basic
user_825,2025-10-25,basic
user_826,2026-04-29,pro
user_827,2025-10-22,pro
user_828,2026-01-15,pro
user_829,2026-04-07,basic
user_830,2026-06-03,enterprise
user_831,2025-11-01,basic
user_832,2026-04-29,pro
user_833,2026-01-28,basic
user_834,2025-09-25,enterprise
user_835,2025-12-05,basic
user_836,2026-03-17,basic
user_837,2025-08-18,pro
user_838,2025-12-08,pro
user_839,2025-10-20,pro
user_840,2025-09-27,basic
user_841,2026-05-29,basic
user_842,2026-01-08,pro
user_843,2025-10-08,pro
user_844,2026-01-02,pro
user_845,2026-04-08,basic
user_846,2025-09-27,pro
user_847,2026-03-23,basic
user_848,2026-01-05,basic
user_849,2026-05-29,pro
user_850,2026-01-16,pro
user_851,2025-10-26,pro
user_852,2026-04-20,basic
user_853,2026-05-27,basic
user_854,2026-01-02,basic
user_855,2025-12-12,pro
user_856,2026-04-07,basic
user_857,2026-05-16,basic
user_858,2025-08-28,pro
user_859,2025-11-19,basic
user_860,2026-01-23,pro
user_861,2025-09-14,basic
user_862,2026-01-20,basic
user_863,2025-12-23,basic
user_864,2025-10-18,basic
user_865,2026-02-21,basic
user_866,2025-12-17,pro
user_867,2025-09-05,pro
user_868,2026-04-30,pro
user_869,2025-09-28,pro
user_870,2026-06-05,basic
user_871,2026-04-25,basic
user_872,2025-12-17,enterprise
user_873,2026-04-24,basic
user_874,2026-05-27,pro
user_875,2026-05-22,basic
user_876,2026-01-06,basic
user_877,2025-09-14,enterprise
user_878,2026-05-23,pro
user_879,2026-03-05,basic
user_880,2026-01-14,basic
user_881,2025-08-21,basic
user_882,2025-12-23,pro
user_883,2025-12-31,basic
user_884,2026-05-15,basic
user_885,2025-11-21,basic
user_886,2026-04-14,basic
user_887,2025-12-08,pro
user_888,2025-11-01,pro
user_889,2026-03-28,pro
user_890,2026-05-08,basic
user_891,2026-03-23,basic
user_892,2026-05-28,basic
user_893,2025-12-01,basic
user_894,2026-04-24,enterprise
user_895,2026-02-05,basic
user_896,2026-01-10,pro
user_897,2026-04-28,enterprise
user_898,2025-12-30,enterprise
user_899,2025-11-18,basic
user_900,2025-08-21,enterprise
user_901,2025-09-20,basic
user_902,2026-05-27,pro
user_903,2026-01-14,pro
user_904,2025-10-15,pro
user_905,2025-08-23,basic
user_906,2026-01-19,basic
user_907,2025-12-17,basic
user_908,2026-03-03,enterprise
user_909,2026-04-22,enterprise
user_910,2026-05-17,basic
user_911,2026-05-25,enterprise
user_912,2026-05-06,basic
user_913,2026-04-04,basic
user_914,2025-09-03,pro
user_915,2025-09-03,basic
user_916,2026-01-29,basic
user_917,2026-05-24,basic
user_918,2025-11-09,basic
user_919,2025-08-29,basic
user_920,2026-01-16,basic
user_921,2026-04-20,pro
user_922,2026-01-07,basic
user_923,2025-08-14,pro
user_924,2026-05-02,basic
user_925,2026-05-03,pro
user_926,2025-10-04,basic
user_927,2025-10-31,basic
user_928,2026-01-05,basic
user_929,2026-02-15,basic
user_930,2026-04-29,pro
user_931,2026-04-18,pro
user_932,2026-04-26,enterprise
user_933,2026-05-09,basic
user_934,2026-03-18,pro
user_935,2025-12-11,pro
user_936,2026-02-03,basic
user_937,2025-12-03,basic
user_938,2026-04-22,basic
user_939,2025-08-16,basic
user_940,2025-08-23,basic
user_941,2025-11-03,enterprise
user_942,2026-02-08,basic
user_943,2026-03-16,basic
user_944,2026-03-27,basic
user_945,2025-12-25,pro
user_946,2025-10-13,basic
user_947,2026-04-08,pro
user_948,2026-02-06,pro
user_949,2026-01-29,basic
user_950,2026-02-13,pro
user_951,2026-04-22,basic
user_952,2026-05-18,basic
user_953,2025-09-12,basic
user_954,2026-04-18,pro
user_955,2026-03-24,basic
user_956,2025-09-20,pro
user_957,2025-11-30,enterprise
user_958,2025-08-26,pro
user_959,2025-12-16,pro
user_960,2025-09-26,basic
user_961,2025-08-19,enterprise
user_962,2026-03-29,basic
user_963,2026-02-28,basic
user_964,2026-04-30,pro
user_965,2026-02-25,basic
user_966,2026-01-29,basic
user_967,2025-11-04,pro
user_968,2026-02-25,basic
user_969,2025-09-21,pro
user_970,2026-01-08,basic
user_971,2026-01-04,pro
user_972,2026-03-25,basic
user_973,2026-03-08,pro
user_974,2025-09-06,basic
user_975,2026-04-27,basic
user_976,2025-08-17,basic
user_977,2025-09-16,basic
user_978,2026-03-17,pro
user_979,2025-12-23,pro
user_980,2025-09-27,basic
user_981,2025-10-26,basic
user_982,2026-03-14,basic
user_983,2026-02-15,pro
